LDAB|t|IDX2|E6|1|3|4
LDAB|t|[D,IDX]|E6|1|1|2
LDAB|t|[IDX2]|E6|1|3|4
LDD|t|IMM|CC|1|2|3
LDD|t|DIR|DC|1|1|2
LDD|t|EXT|FC|1|2|3
LDD|t|IDX|EC|1|1|2
LDD|t|IDX1|EC|1|2|3
LDD|t|IDX2|EC|1|3|4
LDD|t|[D,IDX]|EC|1|1|2
LDD|t|[IDX2]|EC|1|3|4
LDS|t|IMM|CF|1|2|3
LDS|t|DIR|DF|1|1|2
LDS|t|EXT|FF|1|2|3
LDS|t|IDX|EF|1|1|2
LDS|t|IDX1|EF|1|2|3
LDS|t|IDX2|EF|1|3|4
LDS|t|[D,IDX]|EF|1|1|2
LDS|t|[IDX2]|EF|1|3|4
LDX|t|IMM|CE|1|2|3
LDX|t|DIR|DE|1|1|2
LDX|t|EXT|FE|1|2|3
LDX|t|IDX|EE|1|1|2
LDX|t|IDX1|EE|1|2|3
LDX|t|IDX2|EE|1|3|4
LDX|t|[D,IDX]|EE|1|1|2
LDX|t|[IDX2]|EE|1|3|4
LDY|t|IMM|CD|1|2|3
LDY|t|DIR|DD|1|1|2
LDY|t|EXT|FD|1|2|3
LDY|t|IDX|ED|1|1|2
LDY|t|IDX1|ED|1|2|3
LDY|t|IDX2|ED|1|3|4
LDY|t|[D,IDX]|ED|1|1|2
LDY|t|[IDX2]|ED|1|3|4
LEAS|t|IDX|1B|1|1|2
LEAS|t|IDX1|1B|1|2|3
LEAS|t|IDX2|1B|1|3|4
LEAX|t|IDX|1A|1|1|2
LEAX|t|IDX1|1A|1|2|3
LEAX|t|IDX2|1A|1|3|4
LEAY|t|IDX|19|1|1|2
LEAY|t|IDX1|19|1|2|3
LEAY|t|IDX2|19|1|3|4
LSL|t|EXT|78|1|2|3
LSL|t|IDX|68|1|1|2
LSL|t|IDX1|68|1|2|3
LSL|t|IDX2|68|1|3|4
LSL|t|[D,IDX]|68|1|1|2
LSL|t|[IDX2]|68|1|3|4
LSLA|f|INH|48|1|0|1
LSLB|f|INH|58|1|0|1
LSLD|f|INH|59|1|0|1
LSR|t|EXT|74|1|2|3
LSR|t|IDX|64|1|1|2
LSR|t|IDX1|64|1|2|3
LSR|t|IDX2|64|1|3|4
LSR|t|[D,IDX]|64|1|1|2
LSR|t|[IDX2]|64|1|3|4
LSRA|f|INH|44|1|0|1
LSRB|f|INH|54|1|0|1
LSRD|f|INH|49|1|0|1
MAXA|t|IDX|1818|2|1|3
MAXA|t|IDX1|1818|2|2|4
MAXA|t|IDX2|1818|2|3|5
MAXA|t|[D,IDX]|1818|2|1|3
MAXA|t|[IDX2]|1818|2|3|5
MAXM|t|IDX|181C|2|1|3
MAXM|t|IDX1|181C|2|2|4
MAXM|t|IDX2|181C|2|3|5
MAXM|t|[D,IDX]|181C|2|1|3
MAXM|t|[IDX2]|181C|2|3|5
MINA|t|IDX|1819|2|1|3
MINA|t|IDX1|1819|2|2|4
MINA|t|IDX2|1819|2|3|5
MINA|t|[D,IDX]|1819|2|1|3
MINA|t|[IDX2]|1819|2|3|5
MINM|t|IDX|181D|2|1|3
MINM|t|IDX1|181D|2|2|4
MINM|t|IDX2|181D|2|3|5
MINM|t|[D,IDX]|181D|2|1|3
MINM|t|[IDX2]|181D|2|3|5
MUL|f|INH|12|1|0|1
NEG|t|EXT|70|1|2|3
NEG|t|IDX|60|1|1|2
NEG|t|IDX1|60|1|2|3
NEG|t|IDX2|60|1|3|4
NEG|t|[D,IDX]|60|1|1|2
NEG|t|[IDX2]|60|1|3|4
NEGA|f|INH|40|1|0|1
NEGB|f|INH|50|1|0|1
NOP|f|INH|A7|1|0|1
ORAA|t|IMM|8A|1|1|2
ORAA|t|DIR|9A|1|1|2
ORAA|t|EXT|BA|1|2|3
ORAA|t|IDX|AA|1|1|2
ORAA|t|IDX1|AA|1|2|3
ORAA|t|IDX2|AA|1|3|4
ORAA|t|[D,IDX]|AA|1|2|3
ORAA|t|[IDX2]|AA|1|3|4
ORAB|t|IMM|CA|1|1|2
ORAB|t|DIR|DA|1|1|2
ORAB|t|EXT|FA|1|2|3
ORAB|t|IDX|EA|1|1|2
ORAB|t|IDX1|EA|1|2|3
ORAB|t|IDX2|EA|1|3|4
ORAB|t|[D,IDX]|EA|1|1|2
ORAB|t|[IDX2]|EA|1|3|4
ORCC|t|IMM|14|1|1|2
PSHA|f|INH|36|1|0|1
PSHB|f|INH|37|1|0|1
PSHC|f|INH|39|1|0|1
PSHD|f|INH|3B|1|0|1
PSHX|f|INH|34|1|0|1
PSHY|f|INH|35|1|0|1
PULA|f|INH|32|1|0|1
PULB|f|INH|33|1|0|1
PULC|f|INH|38|1|0|1
PULD|f|INH|3A|1|0|1
PULX|f|INH|30|1|0|1
PULY|f|INH|31|1|0|1
ROL|t|EXT|75|1|2|3
ROL|t|IDX|65|1|1|2
ROL|t|IDX1|65|1|2|3
ROL|t|IDX2|65|1|3|4
ROL|t|[D,IDX]|65|1|1|2
ROL|t|[IDX2]|65|1|3|4
ROLA|f|INH|45|1|0|1
ROLB|f|INH|55|1|0|1
ROR|t|EXT|76|1|2|3
ROR|t|IDX|66|1|1|2
ROR|t|IDX1|66|1|2|3
ROR|t|IDX2|66|1|3|4
ROR|t|[D,IDX]|66|1|1|2
ROR|t|[IDX2]|66|1|3|4
RORA|f|INH|46|1|0|1
RORB|f|INH|56|1|0|1
RTC|f|INH|0A|1|0|1
RTI|f|INH|0B|1|0|1
RTS|f|INH|3D|1|0|1
SBA|f|INH|1816|2|0|2
SBCA|t|IMM|82|1|1|2
SBCA|t|DIR|92|1|1|2
SBCA|t|EXT|B2|1|2|3
SBCA|t|IDX|A2|1|1|2
SBCA|t|IDX1|A2|1|2|3
SBCA|t|IDX2|A2|1|3|4
SBCA|t|[D,IDX]|A2|1|1|2
SBCA|t|[IDX2]|A2|1|3|4
SBCB|t|IMM|C2|1|1|2
SBCB|t|DIR|D2|1|1|2
SBCB|t|EXT|F2|1|2|3
SBCB|t|IDX|E2|1|1|2
SBCB|t|IDX1|E2|1|2|3
SBCB|t|IDX2|E2|1|3|4
SBCB|t|[D,IDX]|E2|1|1|2
SBCB|t|[IDX2]|E2|1|3|4
SEC|f|IMM|1401|2|0|2
SEI|f|IMM|1410|2|0|2
SEV|f|IMM|1402|2|0|2
SEX|t|INH|B7|1|1|2
STAA|t|DIR|5A|1|1|2
STAA|t|EXT|7A|1|2|3
STAA|t|IDX|6A|1|1|2
STAA|t|IDX1|6A|1|2|3
STAA|t|IDX2|6A|1|3|4
STAA|t|[D,IDX]|6A|1|1|2
STAA|t|[IDX2]|6A|1|3|4
STAB|t|DIR|5B|1|1|2
STAB|t|EXT|7B|1|2|3
STAB|t|IDX|6B|1|1|2
STAB|t|IDX1|6B|1|2|3
STAB|t|IDX2|6B|1|3|4
STAB|t|[D,IDX]|6B|1|1|2
STAB|t|[IDX2]|6B|1|3|4
STD|t|DIR|5C|1|1|2
STD|t|EXT|7C|1|2|3
STD|t|IDX|6C|1|1|2
STD|t|IDX1|6C|1|2|3
STD|t|IDX2|6C|1|3|4
STD|t|[D,IDX]|6C|1|1|2
STD|t|[IDX2]|6C|1|3|4
STOP|f|INH|183E|2|0|2
STS|t|DIR|5F|1|1|2
STS|t|EXT|7F|1|2|3
STS|t|IDX|6F|1|1|2
STS|t|IDX1|6F|1|2|3
STS|t|IDX2|6F|1|3|4
STS|t|[D,IDX]|6F|1|1|2
STS|t|[IDX2]|6F|1|3|4
STX|t|DIR|5E|1|1|2
STX|t|EXT|7E|1|2|3
STX|t|IDX|6E|1|1|2
STX|t|IDX1|6E|1|2|3
STX|t|IDX2|6E|1|3|4
STX|t|[D,IDX]|6E|1|1|2
STX|t|[IDX2]|6E|1|3|4
STY|t|DIR|5D|1|1|2
STY|t|EXT|7D|1|2|3
STY|t|IDX|6D|1|1|2
STY|t|IDX1|6D|1|2|3
STY|t|IDX2|6D|1|3|4
STY|t|[D,IDX]|6D|1|1|2
STY|t|[IDX2]|6D|1|3|4
SUBA|t|IMM|80|1|1|2
SUBA|t|DIR|90|1|1|2
SUBA|t|EXT|B0|1|2|3
SUBA|t|IDX|A0|1|1|2
SUBA|t|IDX1|A0|1|2|3
SUBA|t|IDX2|A0|1|3|4
SUBA|t|[D,IDX]|A0|1|1|2
SUBA|t|[IDX2]|A0|1|3|4
SUBB|t|IMM|C0|1|1|2
SUBB|t|DIR|D0|1|1|2
SUBB|t|EXT|F0|1|2|3
SUBB|t|IDX|E0|1|1|2
SUBB|t|IDX1|E0|1|2|3
SUBB|t|IDX2|E0|1|3|4
SUBB|t|[D,IDX]|E0|1|1|2
SUBB|t|[IDX2]|E0|1|3|4
SUBD|t|IMM|83|1|2|3
SUBD|t|DIR|93|1|1|2
SUBD|t|EXT|B3|1|2|3
SUBD|t|IDX|A3|1|1|2
SUBD|t|IDX1|A3|1|2|3
SUBD|t|IDX2|A3|1|3|4
SUBD|t|[D,IDX]|A3|1|1|2
SUBD|t|[IDX2]|A3|1|3|4
SWI|f|INH|3F|1|0|1
TAB|f|INH|180E|2|0|2
TAP|f|INH|B702|2|0|2
TBA|f|INH|180F|2|0|2
TBEQ|t|REL|4|1|2|3
TBL|t|IDX|183D|2|1|3
TBNE|t|REL|4|1|2|3
TFR|t|INH|B7|1|1|2
TPA|f|INH|B720|2|0|2
TRAP|t|INH|18|1|1|2
TST|t|EXT|F7|1|2|3
TST|t|IDX|E7|1|1|2
TST|t|IDX1|E7|1|2|3
TST|t|IDX2|E7|1|3|4
TST|t|[D,IDX]|E7|1|1|2
TST|t|[IDX2]|E7|1|3|4
TSTA|f|INH|97|1|0|1
TSTB|f|INH|D7|1|0|1
TSX|f|INH|B775|2|0|2
TSY|f|INH|B776|2|0|2
TXS|f|INH|B757|2|0|2
TYS|f|INH|B767|2|0|2
WAI|f|INH|3E|1|0|1
WAV|f|INH|183C|2|0|2
XGDX|f|INH|B7C5|2|0|2
XGDY|f|INH|B7C6|2|0|2
